"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Tolo Harbour and Channel","TM4","2012-04-18","1","Surface Water","1.1","8.7","7.7","30.2","0.8","22","0.8","0.11"
"Tolo Harbour and Channel","TM4","2012-04-18","1","Middle Water","1.8","8.9","7.7","30.3","0.9","21.9","1","0.13"
"Tolo Harbour and Channel","TM4","2012-04-18","1","Bottom Water","0.7","7.1","7.6","30.7","1.1","20.7","0.9","0.14"
"Tolo Harbour and Channel","TM4","2012-05-17","1","Surface Water","5.9","11.4","8.1","29.4","4.6","28.4","1.9","0.06"
"Tolo Harbour and Channel","TM4","2012-05-17","1","Middle Water","6.1","10.7","8","29.8","1","28.1","1.9","0.06"
"Tolo Harbour and Channel","TM4","2012-05-17","1","Bottom Water","1.5","2.3","7.5","30.7","1.6","25.4","1.9","0.08"
"Tolo Harbour and Channel","TM4","2012-06-14","1","Surface Water","13","9.9","7.9","28.3","2.2","27.9","1.9","0.09"
"Tolo Harbour and Channel","TM4","2012-06-14","1","Middle Water","5.9","8.9","7.8","29.7","1.2","27.8","1.3","0.16"
"Tolo Harbour and Channel","TM4","2012-06-14","1","Bottom Water","0.8","2.5","7.5","31.4","0.9","26.8","1.3","0.19"
"Tolo Harbour and Channel","TM4","2012-07-19","1","Surface Water","7.9","9.7","7.8","30.7","1.6","29.3","2","0.03"
"Tolo Harbour and Channel","TM4","2012-07-19","1","Middle Water","6.9","5.8","7.5","32.5","1","27.1","1.7","0.04"
"Tolo Harbour and Channel","TM4","2012-07-19","1","Bottom Water","5.7","1.8","7.3","33.3","1","24.5","2.3","0.04"
"Tolo Harbour and Channel","TM4","2012-08-20","1","Surface Water","7.4","6.1","8.2","28.9","0.7","29.9","2.5","0.05"
"Tolo Harbour and Channel","TM4","2012-08-20","1","Middle Water","3.4","5.2","7.9","30.9","0.4","28.3","1.1","0.05"
"Tolo Harbour and Channel","TM4","2012-08-20","1","Bottom Water","4.7","3","7.8","31.5","0.5","27.5","1.3","0.06"
"Tolo Harbour and Channel","TM4","2012-09-20","1","Surface Water","2.6","5.8","8.2","30.8","0.8","28.7","0.9","0.05"
"Tolo Harbour and Channel","TM4","2012-09-20","1","Middle Water","2.6","6","8.2","30.8","0.8","28.7","1","0.06"
"Tolo Harbour and Channel","TM4","2012-09-20","1","Bottom Water","1.6","4.8","8.1","31.4","0.6","28.6","0.5","0.08"
"Tolo Harbour and Channel","TM4","2012-10-11","1","Surface Water","7.2","7.3","8.2","30.7","1","27.9","1.2","0.03"
"Tolo Harbour and Channel","TM4","2012-10-11","1","Middle Water","7.2","7.4","8.2","30.7","1","27.9","1.3","0.03"
"Tolo Harbour and Channel","TM4","2012-10-11","1","Bottom Water","5.5","4.4","8","31.7","0.9","28.1","1.4","0.13"
"Tolo Harbour and Channel","TM4","2012-11-14","1","Surface Water","12","6.9","7.9","31.5","1.4","24.7","1.8","0.07"
"Tolo Harbour and Channel","TM4","2012-11-14","1","Middle Water","15","7","7.9","31.9","1.2","24.8","1.4","0.06"
"Tolo Harbour and Channel","TM4","2012-11-14","1","Bottom Water","6.6","4.6","7.8","32.1","1.7","25","1.7","0.14"
"Tolo Harbour and Channel","TM4","2012-12-13","1","Surface Water","6.7","7.6","7.8","31.3","0.8","20.2","1.2","0.16"
"Tolo Harbour and Channel","TM4","2012-12-13","1","Middle Water","9.5","8.1","7.8","31.5","0.7","20.2","1.2","0.15"
"Tolo Harbour and Channel","TM4","2012-12-13","1","Bottom Water","5.2","7.8","7.8","31.7","0.7","20.2","0.6","0.16"
"Tolo Harbour and Channel","TM4","2013-01-17","1","Surface Water","7.5","7.4","8","32.4","6.9","17.5","2.3","0.06"
"Tolo Harbour and Channel","TM4","2013-01-17","1","Middle Water","4.9","8.5","8","32.5","8.6","17.5","1.4","0.05"
"Tolo Harbour and Channel","TM4","2013-01-17","1","Bottom Water","3.5","8.1","8","32.7","8.7","17.4","2.1","0.07"
"Tolo Harbour and Channel","TM4","2013-02-21","1","Surface Water","3.8","5.4","7.9","31.7","1","19.9","1.1","0.06"
"Tolo Harbour and Channel","TM4","2013-02-21","1","Middle Water","3.2","7.8","7.9","32","1","19.8","1.1","0.06"
"Tolo Harbour and Channel","TM4","2013-02-21","1","Bottom Water","3.3","6.8","7.8","32.1","1.8","19.6","1.6","0.06"
"Tolo Harbour and Channel","TM4","2013-03-06","1","Surface Water","2","6.8","7.7","31.8","1.3","19.9","0.6","0.08"
"Tolo Harbour and Channel","TM4","2013-03-06","1","Middle Water","2.4","7.6","7.8","31.8","1","19.6","1.3","0.08"
"Tolo Harbour and Channel","TM4","2013-03-06","1","Bottom Water","1.8","5.7","7.7","32","1.9","19.7","1.7","0.11"
"Tolo Harbour and Channel","TM4","2013-04-22","1","Surface Water","8.9","9.1","8.2","28.8","1.7","22.6","3.3","0.02"
"Tolo Harbour and Channel","TM4","2013-04-22","1","Middle Water","8.2","9.4","8.2","30.5","1.3","22.1","3","0.02"
"Tolo Harbour and Channel","TM4","2013-04-22","1","Bottom Water","9.9","8.2","7.9","31.8","1.1","20.9","1.8","0.05"
"Tolo Harbour and Channel","TM4","2013-05-20","1","Surface Water","6.6","8.1","8.2","29.5","0.3","26.7","1","0.02"
"Tolo Harbour and Channel","TM4","2013-05-20","1","Middle Water","3.4","6.8","8.1","31.9","0.2","23.6","0.9","0.02"
"Tolo Harbour and Channel","TM4","2013-05-20","1","Bottom Water","3.5","3.3","7.9","32.2","0.8","22.2","1.1","0.1"
"Tolo Harbour and Channel","TM4","2013-06-21","1","Surface Water","6.2","10.5","8.7","23.6","0.9","30.5","1.9","0.03"
"Tolo Harbour and Channel","TM4","2013-06-21","1","Middle Water","8.5","10.9","8.5","27.6","1","28.5","1.2","0.05"
"Tolo Harbour and Channel","TM4","2013-06-21","1","Bottom Water","7.5","6.3","8.1","30.3","0.6","26.9","1.4","0.04"
"Tolo Harbour and Channel","TM4","2013-07-19","1","Surface Water","2.7","8","8.5","25.6","1.4","28.2","1.7","0.04"
"Tolo Harbour and Channel","TM4","2013-07-19","1","Middle Water","3","7.7","8.4","29.5","0.9","27.9","0.8","0.02"
"Tolo Harbour and Channel","TM4","2013-07-19","1","Bottom Water","6.5","7","8.3","31","0.9","27.7","2.1","0.05"
"Tolo Harbour and Channel","TM4","2013-08-05","1","Surface Water","18","10.6","8.5","23.4","2.2","29.9","1.5","0.03"
"Tolo Harbour and Channel","TM4","2013-08-05","1","Middle Water","0.7","5","8","29.2","0.5","29.3","0.6","0.06"
"Tolo Harbour and Channel","TM4","2013-08-05","1","Bottom Water","1.5","5","8","30.1","0.5","28.8","0.8","0.1"
"Tolo Harbour and Channel","TM4","2013-09-04","1","Surface Water","6.2","4.9","8.4","22","22","27.4","18","0.13"
"Tolo Harbour and Channel","TM4","2013-09-04","1","Middle Water","2.6","5.3","8.1","31.4","1.8","27.7","1.1","0.02"
"Tolo Harbour and Channel","TM4","2013-09-04","1","Bottom Water","1.9","2.4","7.9","33.2","1.5","25.5","1","0.04"
"Tolo Harbour and Channel","TM4","2013-10-16","1","Surface Water","5.2","6.6","8.2","29.4","0.9","28","1.2","0.09"
"Tolo Harbour and Channel","TM4","2013-10-16","1","Middle Water","2.7","6.7","8.1","29.7","0.5","28","1.5","0.03"
"Tolo Harbour and Channel","TM4","2013-10-16","1","Bottom Water","2.4","4.1","8","30.4","0.7","28.1","1.2","0.02"
"Tolo Harbour and Channel","TM4","2013-11-21","1","Surface Water","4.4","6.5","8.2","31.1","1.8","23.3","1.6","0.03"
"Tolo Harbour and Channel","TM4","2013-11-21","1","Middle Water","9.1","6.5","8.1","31.1","1.5","23.3","2.4","0.05"
"Tolo Harbour and Channel","TM4","2013-11-21","1","Bottom Water","4.1","4.8","8","31.5","2.2","23.8","3","0.12"
"Tolo Harbour and Channel","TM4","2013-12-13","1","Surface Water","2.2","3.6","8.1","31.5","2.1","20","2.4","0.08"
"Tolo Harbour and Channel","TM4","2013-12-13","1","Middle Water","1.8","6.6","8.1","31.8","2.8","20.2","3.2","0.07"
"Tolo Harbour and Channel","TM4","2013-12-13","1","Bottom Water","1.8","6.5","8.1","31.9","2.2","20.3","3.7","0.07"
"Tolo Harbour and Channel","TM4","2014-01-22","1","Surface Water","2.6","4.6","8.3","32.4","1.9","16","0.9","0.02"
"Tolo Harbour and Channel","TM4","2014-01-22","1","Middle Water","3.3","6.8","8.3","32.4","1.5","16.1","0.7","0.02"
"Tolo Harbour and Channel","TM4","2014-01-22","1","Bottom Water","2.8","6.6","8.3","32.5","1.2","16.2","1.3","0.03"
"Tolo Harbour and Channel","TM4","2014-02-17","1","Surface Water","2.6","6.8","7.9","32.4","0.9","15.4","1.9","0.12"
"Tolo Harbour and Channel","TM4","2014-02-17","1","Middle Water","1.7","7.5","7.9","32.4","0.9","15.4","1.6","0.11"
"Tolo Harbour and Channel","TM4","2014-02-17","1","Bottom Water","1.7","7.4","7.9","32.4","0.8","15.4","1.5","0.11"
"Tolo Harbour and Channel","TM4","2014-03-26","1","Surface Water","3.2","7.3","8.1","31.7","0.4","21","0.5","0.04"
"Tolo Harbour and Channel","TM4","2014-03-26","1","Middle Water","2.8","8.6","8.1","32.2","0.4","19.1","1","<0.01"
"Tolo Harbour and Channel","TM4","2014-03-26","1","Bottom Water","9.8","9.5","8","32.8","0.7","17.3","3.4","0.02"
"Tolo Harbour and Channel","TM4","2014-04-07","1","Surface Water","37","9.9","8.4","22.2","1.5","20.6","6.7","0.24"
"Tolo Harbour and Channel","TM4","2014-04-07","1","Middle Water","0.8","9.8","8.1","29.7","0.4","20.1","0.8","0.04"
"Tolo Harbour and Channel","TM4","2014-04-07","1","Bottom Water","1.2","6.6","7.8","32.1","0.9","19.7","1.7","0.13"
"Tolo Harbour and Channel","TM4","2014-05-26","1","Surface Water","13","8.7","8.6","21.4","2.3","28.1","4.8","<0.01"
"Tolo Harbour and Channel","TM4","2014-05-26","1","Middle Water","7.2","8.6","8.4","26.1","1.4","26.2","1.7","0.05"
"Tolo Harbour and Channel","TM4","2014-05-26","1","Bottom Water","8.8","2.1","8.1","30.3","0.8","23.6","2.2","0.04"
"Tolo Harbour and Channel","TM4","2014-06-20","1","Surface Water","1.5","5.8","8.1","29.1","1.2","29","1.3","0.05"
"Tolo Harbour and Channel","TM4","2014-06-20","1","Middle Water","1.1","5.7","8.1","30.5","0.7","28.7","1.1","0.05"
"Tolo Harbour and Channel","TM4","2014-06-20","1","Bottom Water","1","3.1","7.9","31","1.2","27.8","1.1","0.12"
"Tolo Harbour and Channel","TM4","2014-07-21","1","Surface Water","5.9","8.6","8","26.2","2.5","30.4","3","0.01"
"Tolo Harbour and Channel","TM4","2014-07-21","1","Middle Water","4.2","7.4","7.9","28.9","0.5","30.2","2.4","0.02"
"Tolo Harbour and Channel","TM4","2014-07-21","1","Bottom Water","3.7","7.4","7.9","30.4","0.6","29.1","2.3","0.01"
"Tolo Harbour and Channel","TM4","2014-08-06","1","Surface Water","9","4.3","8.1","28.8","1.1","29.7","3","0.03"
"Tolo Harbour and Channel","TM4","2014-08-06","1","Middle Water","4","6","7.8","29.6","0.7","30.1","2.5","0.03"
"Tolo Harbour and Channel","TM4","2014-08-06","1","Bottom Water","5.2","6.4","7.5","33.1","1.7","26.7","2.2","0.07"
"Tolo Harbour and Channel","TM4","2014-09-19","1","Surface Water","32","5.2","8","30.5","0.6","30.2","6.2","0.03"
"Tolo Harbour and Channel","TM4","2014-09-19","1","Middle Water","<0.2","7.3","7.9","30.6","0.7","30.2","0.5","0.02"
"Tolo Harbour and Channel","TM4","2014-09-19","1","Bottom Water","<0.2","7.6","7.6","31.6","0.3","29.7","3.6","0.04"
"Tolo Harbour and Channel","TM4","2014-10-27","1","Surface Water","8.4","5.4","8.2","30.6","1","27.1","2.4","0.02"
"Tolo Harbour and Channel","TM4","2014-10-27","1","Middle Water","7.2","6.3","8.1","32.6","0.6","27.5","2.4","0.05"
"Tolo Harbour and Channel","TM4","2014-10-27","1","Bottom Water","8.2","2.5","7.9","33","2.6","27.6","2.5","0.08"
"Tolo Harbour and Channel","TM4","2014-11-21","1","Surface Water","14","10.1","8.3","32.4","0.9","23.9","3.3","0.02"
"Tolo Harbour and Channel","TM4","2014-11-21","1","Middle Water","16","10.1","8.3","32.5","0.9","23.7","2.7","0.02"
"Tolo Harbour and Channel","TM4","2014-11-21","1","Bottom Water","11","5.1","8","33","1.2","24.1","2.8","0.13"
"Tolo Harbour and Channel","TM4","2014-12-11","1","Surface Water","8.2","5.3","7.8","32.2","1.6","20.8","14","0.11"
"Tolo Harbour and Channel","TM4","2014-12-11","1","Middle Water","7","7.1","7.8","32.4","1.6","20.9","2.6","0.12"
"Tolo Harbour and Channel","TM4","2014-12-11","1","Bottom Water","3.6","6.8","7.8","32.5","1.9","20.9","15","0.11"
"Tolo Harbour and Channel","TM4","2015-01-21","1","Surface Water","2.7","8","8","31.2","4.2","17.2","1.3","0.06"
"Tolo Harbour and Channel","TM4","2015-01-21","1","Middle Water","2.5","8.7","8","31.8","4.4","17.3","1.1","0.06"
"Tolo Harbour and Channel","TM4","2015-01-21","1","Bottom Water","3.1","8.1","8","31.9","6","17.3","6","0.06"
"Tolo Harbour and Channel","TM4","2015-02-23","1","Surface Water","11","9.3","8.1","31.4","1.3","18.5","2.6","0.01"
"Tolo Harbour and Channel","TM4","2015-02-23","1","Middle Water","6.4","8.1","8","31.6","1.1","18","3.2","0.01"
"Tolo Harbour and Channel","TM4","2015-02-23","1","Bottom Water","5","6.6","8","31.7","1.2","17.9","2.6","<0.01"
"Tolo Harbour and Channel","TM4","2015-03-23","1","Surface Water","8.8","9.3","8.3","31.1","1.3","20.6","4.3","0.02"
"Tolo Harbour and Channel","TM4","2015-03-23","1","Middle Water","4.7","9.7","8.2","31.3","1.2","20.3","4.2","0.02"
"Tolo Harbour and Channel","TM4","2015-03-23","1","Bottom Water","8.6","7.1","8","31.6","1.7","19.1","2.7","0.02"
"Tolo Harbour and Channel","TM4","2015-04-15","1","Surface Water","2.4","5.3","8.1","30.9","1.9","22.3","16","0.02"
"Tolo Harbour and Channel","TM4","2015-04-15","1","Middle Water","1.1","8","7.9","32","1.7","21.5","12","0.02"
"Tolo Harbour and Channel","TM4","2015-04-15","1","Bottom Water","2.3","3.2","7.7","33","1.2","20.3","0.8","0.09"
"Tolo Harbour and Channel","TM4","2015-05-21","1","Surface Water","3.6","4.2","8","19.3","10.3","25.7","4.8","0.27"
"Tolo Harbour and Channel","TM4","2015-05-21","1","Middle Water","2.7","5.4","7.9","30.3","3.6","26.4","2.2","0.12"
"Tolo Harbour and Channel","TM4","2015-05-21","1","Bottom Water","3.2","3.6","7.9","32.9","2.9","26.1","1.6","0.11"
"Tolo Harbour and Channel","TM4","2015-06-25","1","Surface Water","4.7","6.9","8.2","27.2","2.5","28.8","1.4","0.16"
"Tolo Harbour and Channel","TM4","2015-06-25","1","Middle Water","5.4","6.9","8.2","28.3","2.3","28.8","1.3","0.16"
"Tolo Harbour and Channel","TM4","2015-06-25","1","Bottom Water","4.5","5.2","8.1","29.7","2.5","28.7","0.9","0.16"
"Tolo Harbour and Channel","TM4","2015-07-08","1","Surface Water","1.5","6","8.3","32.3","2.6","29.9","1.6","0.03"
"Tolo Harbour and Channel","TM4","2015-07-08","1","Middle Water","1.3","6.4","8.3","32.3","2.6","29.6","1.4","0.03"
"Tolo Harbour and Channel","TM4","2015-07-08","1","Bottom Water","1.5","6.1","8.2","32.4","2.6","29","9.1","0.06"
"Tolo Harbour and Channel","TM4","2015-08-12","1","Surface Water","2.4","6.3","7.9","32.3","2.7","29.8","1.8","0.03"
"Tolo Harbour and Channel","TM4","2015-08-12","1","Middle Water","2.4","6.7","7.9","32.6","2.6","28.9","2.7","0.04"
"Tolo Harbour and Channel","TM4","2015-08-12","1","Bottom Water","5.9","5.1","7.8","33.1","2.7","27.8","2.4","0.05"
"Tolo Harbour and Channel","TM4","2015-09-18","1","Surface Water","2.7","6.5","8.2","31.7","2.6","29","1.5","0.03"
"Tolo Harbour and Channel","TM4","2015-09-18","1","Middle Water","1.1","6.5","8.2","32.4","2.3","29","1.2","0.04"
"Tolo Harbour and Channel","TM4","2015-09-18","1","Bottom Water","13","4.7","8","33.1","2.8","28.6","3.2","0.08"
"Tolo Harbour and Channel","TM4","2015-10-09","1","Surface Water","20","8.2","8.1","24.5","3.3","28.1","3.9","0.13"
"Tolo Harbour and Channel","TM4","2015-10-09","1","Middle Water","4.5","3.9","7.9","32.1","2.6","28.7","3.3","0.16"
"Tolo Harbour and Channel","TM4","2015-10-09","1","Bottom Water","1","3.5","7.8","32.7","3.7","28.5","16","0.16"
"Tolo Harbour and Channel","TM4","2015-11-19","1","Surface Water","4.7","8.3","7.9","31.1","2.7","26.5","0.8","0.07"
"Tolo Harbour and Channel","TM4","2015-11-19","1","Middle Water","7.6","8.5","7.9","31.8","2.7","26.4","0.9","0.03"
"Tolo Harbour and Channel","TM4","2015-11-19","1","Bottom Water","12","4.1","7.7","32.5","3.5","25.8","1.5","0.11"
"Tolo Harbour and Channel","TM4","2015-12-18","1","Surface Water","12","7.3","7.8","32.4","4.1","19.7","8.9","0.04"
"Tolo Harbour and Channel","TM4","2015-12-18","1","Middle Water","13","7.7","7.8","32.4","3.9","19.8","4.7","0.04"
"Tolo Harbour and Channel","TM4","2015-12-18","1","Bottom Water","11","7.5","7.8","32.4","4.2","19.8","4.4","0.05"
"Tolo Harbour and Channel","TM4","2016-01-14","1","Surface Water","16","9","8","30.1","3.2","18.9","2","0.09"
"Tolo Harbour and Channel","TM4","2016-01-14","1","Middle Water","28","10.7","7.9","31.3","3.2","19.5","2.6","0.12"
"Tolo Harbour and Channel","TM4","2016-01-14","1","Bottom Water","8.9","6.6","7.7","31.8","4.4","20","5.5","0.06"
"Tolo Harbour and Channel","TM4","2016-02-19","1","Surface Water","13","7.7","7.8","29.4","2.9","15.9","2.5","0.04"
"Tolo Harbour and Channel","TM4","2016-02-19","1","Middle Water","9.6","8.9","7.7","30.2","2.8","16.4","1.5","0.08"
"Tolo Harbour and Channel","TM4","2016-02-19","1","Bottom Water","1.2","6.3","7.6","30.8","2.6","15.9","1.5","0.14"
"Tolo Harbour and Channel","TM4","2016-03-18","1","Surface Water","<0.2","6.7","8.1","29.8","0.7","16.4","0.8","0.18"
"Tolo Harbour and Channel","TM4","2016-03-18","1","Middle Water","0.6","5.6","8.1","29.9","0.9","16.4","1.4","0.17"
"Tolo Harbour and Channel","TM4","2016-03-18","1","Bottom Water","0.8","6.1","8.1","31.4","1.8","16.5","3","0.13"
"Tolo Harbour and Channel","TM4","2016-04-14","1","Surface Water","5","6.5","8","26","1.4","21.1","6.6","0.77"
"Tolo Harbour and Channel","TM4","2016-04-14","1","Middle Water","3.2","6.3","8","30.7","0.3","19.6","1.4","0.07"
"Tolo Harbour and Channel","TM4","2016-04-14","1","Bottom Water","2.6","4.4","7.7","31.1","0.5","18.3","1.5","0.09"
"Tolo Harbour and Channel","TM4","2016-05-11","1","Surface Water","9.9","7.5","7.7","22.8","5.2","25.6","5.2","0.39"
"Tolo Harbour and Channel","TM4","2016-05-11","1","Middle Water","7.7","7.1","7.7","30","1.1","24.5","3.3","0.07"
"Tolo Harbour and Channel","TM4","2016-05-11","1","Bottom Water","3.8","5","7.5","30.6","1","22.7","2.3","0.1"
"Tolo Harbour and Channel","TM4","2016-06-13","1","Surface Water","7.2","6","8.2","29.7","0.9","27.8","1.3","0.04"
"Tolo Harbour and Channel","TM4","2016-06-13","1","Middle Water","6","6","8.1","30.6","0.8","27.4","1.3","0.05"
"Tolo Harbour and Channel","TM4","2016-06-13","1","Bottom Water","0.5","5.6","7.9","31.3","1.1","27","1.6","0.15"
"Tolo Harbour and Channel","TM4","2016-07-18","1","Surface Water","4.4","6.7","7.9","32.5","2.3","27.9","2.5","0.02"
"Tolo Harbour and Channel","TM4","2016-07-18","1","Middle Water","8.4","5.2","7.8","33.3","1.7","26.4","2.4","0.02"
"Tolo Harbour and Channel","TM4","2016-07-18","1","Bottom Water","16","4.7","7.6","34.1","1.7","24.8","3.4","0.03"
"Tolo Harbour and Channel","TM4","2016-08-19","1","Surface Water","13","7","8.4","24","4.8","28","3","0.06"
"Tolo Harbour and Channel","TM4","2016-08-19","1","Middle Water","2.1","6.8","8","28.3","0.7","28","1.2","0.04"
"Tolo Harbour and Channel","TM4","2016-08-19","1","Bottom Water","0.5","7.1","7.8","31.4","0.9","27.6","0.8","0.05"
"Tolo Harbour and Channel","TM4","2016-09-29","1","Surface Water","3.2","5.6","7.7","31.9","4.4","28.4","0.7","0.07"
"Tolo Harbour and Channel","TM4","2016-09-29","1","Middle Water","2.6","3.7","7.7","31.9","1.2","28.4","1.1","0.05"
"Tolo Harbour and Channel","TM4","2016-09-29","1","Bottom Water","3.8","3.5","7.6","31.9","1.2","28.3","1","0.07"
"Tolo Harbour and Channel","TM4","2016-10-13","1","Surface Water","2.1","5.3","7.8","29.5","0.9","27.2","2.3","0.07"
"Tolo Harbour and Channel","TM4","2016-10-13","1","Middle Water","2.2","5.5","7.9","29.6","0.9","27.2","2.4","0.05"
"Tolo Harbour and Channel","TM4","2016-10-13","1","Bottom Water","3.4","5.6","7.6","31.1","1","28","2.4","0.19"
"Tolo Harbour and Channel","TM4","2016-11-10","1","Surface Water","6.6","3.8","7.6","29.5","0.7","24.8","1.1","0.1"
"Tolo Harbour and Channel","TM4","2016-11-10","1","Middle Water","3.6","5","7.6","29.7","0.8","25.3","1.6","0.11"
"Tolo Harbour and Channel","TM4","2016-11-10","1","Bottom Water","3.6","5.3","7.5","30.5","1.2","26.2","1.7","0.15"
"Tolo Harbour and Channel","TM4","2016-12-12","1","Surface Water","7.2","7.2","8.1","29.8","2.7","22.2","2.2","0.05"
"Tolo Harbour and Channel","TM4","2016-12-12","1","Middle Water","8.3","8.1","8.1","30","2.5","22.2","2.5","0.06"
"Tolo Harbour and Channel","TM4","2016-12-12","1","Bottom Water","6.4","7.1","8","30.4","2.5","22.3","1.5","0.07"
"Tolo Harbour and Channel","TM4","2017-01-18","1","Surface Water","0.9","5.7","7.9","29.5","0.5","19.2","1.6","0.09"
"Tolo Harbour and Channel","TM4","2017-01-18","1","Middle Water","0.9","5.6","8","30.3","0.7","19.4","2","0.19"
"Tolo Harbour and Channel","TM4","2017-01-18","1","Bottom Water","0.5","5.7","8","30.3","0.8","19.5","1.4","0.08"
"Tolo Harbour and Channel","TM4","2017-02-20","1","Surface Water","5.5","7.3","7.8","30.2","2.8","19.9","2.3","0.02"
"Tolo Harbour and Channel","TM4","2017-02-20","1","Middle Water","5.9","7.8","7.7","30.3","2.8","19.4","12","0.05"
"Tolo Harbour and Channel","TM4","2017-02-20","1","Bottom Water","2.4","6.9","7.7","30.6","2.8","18.6","2.3","0.06"
"Tolo Harbour and Channel","TM4","2017-03-10","1","Surface Water","4.2","7.5","7.7","30.3","2.5","18.4","1.2","0.05"
